Trial#,Year,State,Site,Site_Prod,Plot_ID,Block,N_Trt,Plant_N,Side_N,Plant_N_SI,Side_N_SI,Plot_ha,Plnt_Pop,VTPwet,Vtsubwet,Vtsubdry,VT_TissN,VTPM,VTPdry,VTNC,VTBdryY,VTN,PMPwet,PMsubwet,PMsubdry,PMGdry,PMCdry,PM_TissN,PM_GrainN,PMPM,PMPdry,VN,GN,CN,PMN,CHI,HI,GRwt,GRM,Yield_SY,Yield_Bu,GYdry,CYdry,VYdry,TotdryM,V5Pdry,V5_TissN,V5NC,V5BdryY,V5N,V9Pwet,V9subwet,V9subdry,V9_TissN,V9PM,V9Pdry,V9NC,V9BdryY,V9N,R4Pwet,R4subwet,R4subdry,R4_TissN,R4PM,R4Pdry,R4NC,R4BdryY,R4N,Comments
31,2015,WI,Belmont,High,412,4,1,0,0,0,0,0.00232,33106,3447.2992,370,77,1.59,79.2,717.4,11.4,9773.3,155.4,1632.9312,133,50,885,110,1.1,1.2,62.4,613.9,77.4,121.8,9.6,208.8,0.889,0.55,29.15235784,22.19,12008.9,191.5,10147.5,1261.3,7038.9,18447.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31,2015,WI,Belmont,High,413,4,11,40,120,45,135,0.00232,31886,3538.0176,354,95,2.01,73.2,949.5,19.1,12458.0,250.4,2494.756,250,60,928,132,1,1.3,76,598.7,70.5,142,10.2,222.7,0.875,0.559,31.4339256,22.23,12929,206.2,10925,1554,7048.8,19527.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31,2015,WI,Belmont,High,414,4,3,80,0,90,0,0.00232,31015,3764.8136,505,105,1.87,79.2,782.8,14.6,9990.3,186.8,2086.5232,287,81,940,125,1.1,1.3,71.8,588.9,72.3,136.5,10,218.8,0.883,0.568,30.05047,21.99,12423.7,198.1,10498,1396,6576.6,18470.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31,2015,WI,Belmont,High,415,4,6,200,0,225,0,0.00232,32060,3764.8136,384,84,1.87,78.1,823.6,15.4,10864.9,203.2,3039.0664,239,59,956,108,1.2,1.3,75.3,750.2,93.6,129.2,10.7,233.4,0.898,0.527,28.29053304,21.8,11759.6,187.5,9936.9,1122.6,7798.1,18857.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31,2015,WI,Belmont,High,416,4,14,40,240,45,270,0.00232,31015,3220.5032,378,107,1.65,71.7,911.6,15.0,11634.7,192.0,2267.96,242,71,953,121,0.9,1.3,70.7,665.4,59.6,123.3,8.8,191.7,0.887,0.548,26.8980056,21.65,11223.8,179,9484.1,1204.2,6621.9,17310.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,101,1,2,40,0,45,0,0.00232,33280,3265.8624,354,107,1.66,69.8,987.1,16.4,13518.5,224.4,1995.8048,119,35,812,116,0.8,1.1,70.6,587,50.7,96.4,7.1,154.2,0.875,0.536,23.96780128,18.43,10375.4,165.5,8767.2,1252.5,6337.9,16357.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,102,1,3,80,0,90,0,0.00232,33977,3039.0664,335,101,1.73,69.9,916.3,15.9,12810.6,221.6,1270.0576,134,61,693,87,0.8,1.18,54.5,578.2,54.2,95.9,7.2,157.3,0.888,0.51,22.30311864,18.51,9613.8,153.3,8123.7,1019.9,6777.5,15921,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,103,1,9,40,40,45,45,0.00232,32757,2993.7072,354,93,1.38,73.7,786.5,10.9,10601.4,146.3,1360.776,195,71,652,78,0.8,1.3,63.6,495.5,52.8,112.9,8,173.6,0.893,0.532,23.7455412,17.82,10275.3,163.9,8682.6,1038.7,6598,16319.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,104,1,14,40,240,45,270,0.00232,30666,2902.9888,309,98,1.98,68.3,920.7,18.2,11618.3,230.0,1723.6496,153,56,897,129,1,1.4,63.4,630.9,65.8,130.9,9.4,206.1,0.874,0.541,25.57805288,18.6,11065.8,176.5,9350.6,1344.7,6576.5,17271.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,105,1,16,80,160,90,180,0.00232,32757,3084.4256,412,106,1.87,74.3,793.6,14.8,10696.9,200.0,2222.6008,264,79,895,104,1,1.4,70.1,665.1,.,.,.,.,0.896,0.538,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,106,1,13,40,200,45,225,0.00232,34151,2313.3192,370,103,2.04,72.2,644.0,13.1,9049.9,184.6,2494.756,237,66,1004,113,1.1,1.3,72.2,694.7,87,148.6,11.3,247,0.899,0.554,32.67676768,21.81,13530.2,215.8,11433,1286.8,7911.3,20631.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Combine error yield measurment deleted
32,2015,WI,Darlington,Low,107,1,10,40,80,45,90,0.00232,32757,2766.9112,334,102,1.94,69.5,845.0,16.4,11390.0,221.0,1406.1352,137,54,805,97,0.9,1.3,60.6,554.2,58.5,122.8,8.7,190,0.892,0.553,26.02710896,18.82,11176,178.2,9443.7,1137.9,6502,17083.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,108,1,5,160,0,180,0,0.00232,33803,3084.4256,387,114,1.73,70.5,908.6,15.7,12638.3,218.6,1496.8536,150,46,663,68,0.9,1.3,69.3,459,55.4,115.5,8.2,179.1,0.907,0.557,24.27170792,17.68,10518.6,167.7,8888.2,911.6,6153.8,15953.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,109,1,1,0,0,0,0,0.00232,32234,2766.9112,326,100,1.39,69.3,848.7,11.8,11258.2,156.5,1406.1352,228,67,644,78,0.7,1,70.6,413.2,32,71.3,5,108.3,0.892,0.567,19.70403648,19.19,8441.4,134.6,7133,863.9,4576.7,12573.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,110,1,4,120,0,135,0,0.00232,32931,2540.1152,371,105,1.71,71.7,718.9,12.3,9742.0,166.6,1315.4168,106,53,810,93,0.8,1.3,50,657.7,60.3,120.7,8.7,189.7,0.897,0.519,25.16074824,17.52,10986.9,175.2,9283.9,1065.9,7538.4,17888.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,111,1,12,40,160,45,180,0.00232,32060,2766.9112,335,98,1.98,70.7,809.4,16.0,10678.5,211.4,1542.2128,187,63,862,121,0.8,1.3,66.3,519.6,52.4,141.3,9.3,203,0.877,0.574,30.4133436,19.85,12859.8,205.1,10866.5,1525.3,6549.8,18941.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,112,1,11,40,120,45,135,0.00232,31537,2812.2704,393,105,1.92,73.3,751.4,14.4,9751.0,187.2,2313.3192,181,46,1110,117,0.9,1.3,74.6,587.9,55.4,151.1,9.9,216.5,0.905,0.612,32.90356368,21.31,13758.3,219.4,11625.8,1225.4,6157.6,19008.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,113,1,15,80,80,90,90,0.00232,31537,3129.7848,373,111,1.89,70.2,931.4,17.6,12087.2,228.4,2404.0376,276,68,1014,122,1,1.3,75.4,592.3,64.5,143.5,10,218,0.893,0.587,31.5473236,21.92,13067.6,208.4,11042.1,1328.5,6449.9,18820.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,114,1,6,200,0,225,0,0.00232,30666,2812.2704,372,106,2.14,71.5,801.3,17.1,10112.3,216.4,2902.9888,232,54,1038,122,1.1,1.3,76.7,675.7,77.8,141.2,10.5,229.5,0.895,0.565,31.18898592,22.45,12853,205,10860.8,1276.5,7069.9,19207.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,115,1,7,240,0,270,0,0.00232,32060,3129.7848,313,94,1.97,70.0,939.9,18.5,12400.3,244.3,3220.5032,196,42,994,119,1.3,1.3,78.6,690.1,116.3,167.5,13.6,297.5,0.893,0.551,37.06753824,21.93,15251.7,243.2,12887.7,1542.9,8947.6,23378.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,116,1,8,280,0,315,0,0.00232,32060,2993.7072,379,105,1.83,72.3,829.4,15.2,10942.0,200.2,2086.5232,221,63,922,103,1.1,1.3,71.5,594.8,72.9,133.5,9.9,216.3,0.9,0.569,29.27029176,21.66,12153.6,193.8,10269.8,1147.3,6625.2,18042.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,201,2,5,160,0,180,0,0.00232,31189,2766.9112,313,88,2.04,71.9,777.9,15.9,9984.0,203.7,2177.2416,233,63,850,102,1.2,1.3,73,588.7,86.3,135,10.6,231.9,0.893,0.552,29.94614384,22.32,12286,195.9,10381.6,1245.8,7190.2,18817.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,202,2,16,80,160,90,180,0.00232,30666,2585.4744,374,93,2.03,75.1,642.9,13.1,8113.0,164.7,2721.552,198,47,1030,118,1.1,1.3,76.3,646,72,135.6,10,217.5,0.897,0.574,29.81006624,22.2,12342.1,196.8,10429,1194.8,6541.2,18165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,203,2,7,240,0,270,0,0.00232,33628,2993.7072,379,102,1.99,73.1,805.7,16.0,11149.2,221.9,2404.0376,150,43,963,108,1,1.4,71.3,689.2,75.3,147.2,10.7,233.2,0.899,0.547,30.03232632,21.87,12446.5,198.5,10517.3,1179.5,7526.6,19223.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,204,2,11,40,120,45,135,0.00232,32234,3764.8136,350,90,2,74.3,968.1,19.4,12841.3,256.8,2585.4744,222,60,1045,117,1,1.3,73,698.8,72.3,140.6,10.2,223.1,0.899,0.562,30.96672584,22.27,12797.2,204.1,10813.6,1210.7,7230.9,19255.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,205,2,1,0,0,0,0,0.00232,31712,2494.756,327,97,1.37,70.3,740.0,10.1,9657.0,132.3,1769.0088,125,40,774,88,0.7,1,68,566.1,36.6,71.4,5.2,113.2,0.898,0.542,19.61331808,19.37,8452.3,134.8,7142.2,812,5223.6,13177.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,206,2,12,40,160,45,180,0.00232,32757,2902.9888,292,88,1.66,69.9,874.9,14.5,11792.9,195.8,1179.3392,120,60,875,106,0.8,1.3,50,589.7,51.1,123.2,8.4,182.7,0.892,0.557,25.38300832,16.73,11215.6,178.8,9477.2,1148.1,6386.7,17012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,207,2,9,40,40,45,45,0.00232,32060,2812.2704,260,103,1.99,60.4,1114.1,22.2,14697.9,292.5,1632.9312,133,55,865,106,0.8,1.2,58.6,675.3,61.5,118.2,8.6,188.4,0.891,0.525,27.00233176,18.46,11659.5,185.9,9852.3,1207.3,7691.3,18750.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,208,2,3,80,0,90,0,0.00232,33280,3492.6584,326,90,2.01,72.4,964.2,19.4,13204.8,265.4,2041.164,189,61,849,113,0.8,1.2,67.7,658.8,58.4,113,8.2,179.6,0.883,0.524,25.72320232,18.31,11139.6,177.6,9412.9,1252.8,7304.1,17969.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,209,2,4,120,0,135,0,0.00232,31015,3855.532,394,95,1.7,75.9,929.6,15.8,11864.5,201.7,1678.2904,208,73,860,102,0.8,1.3,64.9,589,49.8,118.3,8.1,176.2,0.894,0.554,24.70715624,17.97,10765.1,171.7,9096.5,1078.9,6230.2,16405.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,210,2,10,40,80,45,90,0.00232,31015,2540.1152,307,87,1.83,71.7,719.8,13.2,9187.0,168.1,1678.2904,127,52,950,114,0.8,1.3,59.1,687.2,57.1,128.4,8.9,194.4,0.893,0.542,26.6712096,17.58,11684.8,186.3,9873.7,1184.8,7142.1,18200.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,211,2,15,80,80,90,90,0.00232,32060,3265.8624,323,89,2.03,72.4,899.9,18.3,11871.9,241.0,1587.572,188,73,752,104,1.2,1.4,61.2,616.5,94.8,135,11,240.8,0.879,0.511,26.16772248,17.31,11408.5,181.9,9640.2,1333.2,7902.5,18876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,212,2,8,280,0,315,0,0.00232,31712,3447.2992,346,97,1.96,72.0,966.4,18.9,12611.4,247.2,2131.8824,154,48,966,113,1.1,1.5,68.8,664.5,83.4,165.4,11.9,260.7,0.895,0.554,30.390664,18.92,13047.5,208.1,11025.2,1289.7,7583.9,19898.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,213,2,2,40,0,45,0,0.00232,31712,2721.552,336,103,1.38,69.3,834.3,11.5,10886.9,150.2,1360.776,214,79,755,96,0.6,1.1,63.1,502.3,34.8,95.8,6.3,136.9,0.887,0.558,23.84533144,18.31,10310,164.4,8712,1107.7,5796.6,15616.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,214,2,13,40,200,45,225,0.00232,34500,2766.9112,405,112,2.11,72.3,765.2,16.1,10862.8,229.2,1723.6496,190,68,819,95,1.1,1.4,64.2,616.9,77.4,130.8,10,218.1,0.896,0.535,25.29228992,17.47,11053.2,176.3,9339.9,1083.4,7035,17458.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,215,2,6,200,0,225,0,0.00232,33977,3492.6584,378,96,1.85,74.6,887.0,16.4,12401.9,229.4,1496.8536,188,77,761,83,1.1,1.4,59,613.1,79.7,125.9,9.9,215.5,0.902,0.522,24.92034448,19.24,10642.5,169.7,8992.9,980.8,7244.8,17218.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,216,2,14,40,240,45,270,0.00232,32757,2766.9112,325,95,2.09,70.8,808.8,16.9,10902.1,227.9,1406.1352,113,41,841,96,0.9,1.4,63.7,510.2,52.2,133.8,8.9,194.9,0.898,0.581,26.31740784,18.85,11310.4,180.4,9557.3,1091,5797.9,16446.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,301,3,1,0,0,0,0,0.00232,32583,2857.6296,370,95,1.52,74.3,733.7,11.2,9837.6,149.5,1859.7272,235,63,722,91,0.8,1,73.2,498.6,39.3,71.2,5.3,115.8,0.888,0.55,20.35720896,22.35,8422.3,134.3,7116.8,897,4914.4,12928.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,302,3,9,40,40,45,45,0.00232,32409,2857.6296,334,91,1.9,72.8,778.6,14.8,10383.2,197.3,2494.756,168,46,936,115,0.9,1.2,72.6,683.1,68.7,125.5,9.3,203.5,0.891,0.54,30.0051108,22.19,12373,197.3,10455.2,1284.6,7630.1,19369.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,303,3,12,40,160,45,180,0.00232,32757,2766.9112,423,108,2,74.5,706.4,14.1,9522.6,190.5,1905.0864,245,70,771,92,1.1,1.3,71.4,544.3,80.7,135.1,10.4,226.1,0.893,0.548,29.4381208,20.65,12295.1,196.1,10389.4,1239.7,7334.7,18963.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,304,3,14,40,240,45,270,0.00232,31712,3764.8136,430,108,2.1,74.9,945.6,19.9,12339.2,259.1,2086.5232,116,38,1043,128,1.1,1.4,67.2,683.5,78.9,153.2,11.1,243.3,0.891,0.562,30.43148728,19.89,12953.2,206.6,10945.5,1343.3,7173,19461.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,305,3,6,200,0,225,0,0.00232,34325,3129.7848,363,106,2.2,70.8,913.9,20.1,12909.1,284.0,2993.7072,280,71,1107,131,0.9,1.4,74.6,759.1,71.8,162.8,11.3,245.9,0.894,0.554,33.07592864,21.68,13763.6,219.5,11630.2,1376.3,7975.4,20981.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,306,3,13,40,200,45,225,0.00232,33280,2177.2416,303,93,2.06,69.3,668.3,13.8,9151.6,188.5,1632.9312,135,48,895,100,1,1.3,64.4,580.6,68.9,138,9.9,216.8,0.899,0.568,29.31111504,18.92,12565.3,200.4,10617.7,1186.3,6887.8,18691.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,307,3,3,80,0,90,0,0.00232,34848,2630.8336,335,95,1.71,71.6,746.1,12.8,10698.4,182.9,1406.1352,180,62,659,73,0.8,1.3,65.6,484.3,54.1,119.5,8.3,181.9,0.9,0.542,25.3331132,18.31,10880.4,173.5,9193.9,1018.4,6757.1,16969.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,308,3,16,80,160,90,180,0.00232,34151,2812.2704,319,97,2.02,69.6,855.1,17.3,12017.4,242.8,907.184,114,58,699,84,0.9,1.4,49.1,461.5,56,131.8,9,196.8,0.893,0.562,25.48733448,16.94,11142.9,177.7,9415.7,1131.5,6217.2,16764.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,309,3,11,40,120,45,135,0.00232,34325,2948.348,357,91,2.03,74.5,751.5,15.3,10615.4,215.5,1632.9312,146,52,834,99,0.9,1.3,64.4,581.6,61.8,128.1,9.1,199,0.894,0.551,26.70749696,17.44,11660,185.9,9852.7,1169.6,6870.8,17893.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,310,3,5,160,0,180,0,0.00232,34674,2948.348,369,94,1.99,74.5,751.1,14.9,10716.5,213.3,1859.7272,129,48,792,91,1,1.3,62.8,692,79.5,118.3,9.5,207.2,0.897,0.503,24.85230568,18.17,10765.8,171.7,9097.1,1045.2,7948.4,18090.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,311,3,7,240,0,270,0,0.00232,33454,3265.8624,363,94,2.11,74.1,845.7,17.8,11642.3,245.7,1270.0576,125,59,806,87,0.8,1.4,52.8,599.5,75.3,177.1,12.1,264.5,0.903,0.54,34.71339576,17.68,14971.2,238.7,12650.6,1365.5,9409,23425.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,312,3,4,120,0,135,0,0.00232,32931,3492.6584,388,104,1.99,73.2,936.2,18.6,12686.4,252.5,1814.368,197,63,788,92,0.9,1.3,68,580.2,59.6,116.9,8.5,185,0.895,0.54,24.33067488,17.39,10642.9,169.7,8993.3,1050,6622,16665.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,313,3,15,80,80,90,90,0.00232,32583,3039.0664,352,94,2,73.3,811.6,16.2,10881.4,217.6,1814.368,206,79,951,114,0.9,1.3,61.7,695.8,57.8,114.2,8.3,180.2,0.893,0.54,23.55049664,17.44,10391.6,165.7,8780.9,1052.6,6424.6,16258.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,314,3,10,40,80,45,90,0.00232,33803,3265.8624,397,102,1.97,74.3,839.1,16.5,11671.5,229.9,1542.2128,140,45,778,92,0.8,1.2,67.9,495.7,48,112.9,7.7,168.6,0.894,0.57,25.50094224,17.33,11138.2,177.6,9411.8,1113,5996.8,16521.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,315,3,8,280,0,315,0,0.00232,33628,2721.552,400,111,1.97,72.3,755.2,14.9,10450.9,205.9,1632.9312,230,75,714,78,1.1,1.4,67.4,532.5,75.6,129,9.8,214.4,0.902,0.539,25.37393648,18.46,10906,173.9,9215.6,1006.7,6872.7,17095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,316,3,2,40,0,45,0,0.00232,34848,3583.3768,402,103,1.65,74.4,918.1,15.1,13165.9,217.2,1496.8536,124,51,806,98,0.8,1,58.9,615.6,52.4,85.8,6.6,144.9,0.892,0.53,23.51420928,18.65,10157.5,162,8583.1,1043.6,6555.9,16182.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,401,4,4,120,0,135,0,0.00232,31537,2857.6296,369,117,1.83,68.3,906.1,16.6,11758.8,215.2,2177.2416,173,49,893,107,0.8,1.2,71.7,616.7,54.4,118.3,8.3,181,0.893,0.552,27.99116232,21.42,11662.5,186,9854.8,1180.8,6805.4,17840.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,402,4,16,80,160,90,180,0.00232,33454,2993.7072,365,97,1.95,73.4,795.6,15.5,10952.3,213.6,2540.1152,248,64,892,90,1.1,1.3,74.2,655.5,84.8,136.3,10.6,231.7,0.908,0.545,30.30448152,22.57,12410.6,197.9,10487,1058.1,7706.7,19251.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,403,4,9,40,40,45,45,0.00232,33977,2494.756,370,106,1.87,71.4,714.7,13.4,9992.7,186.9,2222.6008,129,40,968,114,0.9,1.1,69,689.2,68.8,118.1,9,195.8,0.895,0.547,30.12758064,20.47,12701.9,202.5,10733.1,1264,7641.6,19638.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,404,4,15,80,80,90,90,0.00232,31537,3039.0664,370,106,1.55,71.4,870.7,13.5,11299.0,175.1,2494.756,298,87,1095,117,0.9,1.3,70.8,728.3,65,141.1,9.9,215.9,0.903,0.564,30.76714536,21.64,12842.4,204.8,10851.8,1159.5,7218,19229.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,405,4,7,240,0,270,0,0.00232,30840,3265.8624,370,105,1.93,71.6,926.8,17.9,11761.9,227.0,3129.7848,163,43,1127,141,1.2,1.3,73.6,825.6,102.6,151.7,12.2,266.5,0.889,0.538,32.79923752,20.79,13812.1,220.3,11671.2,1460.2,8550.4,21681.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,406,4,10,40,80,45,90,0.00232,32060,3538.0176,414,119,1.91,71.3,1017.0,19.4,13416.6,256.3,1632.9312,182,64,860,94,0.8,1.2,64.8,574.2,55.4,124.4,8.6,188.4,0.901,0.563,28.69422992,19.11,12264.9,195.6,10363.8,1132.8,6919.9,18416.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,407,4,5,160,0,180,0,0.00232,32757,3039.0664,331,99,1.83,70.1,909.0,16.6,12252.5,224.2,2404.0376,238,71,1019,102,1,1.3,70.2,717.2,78.9,145.7,10.8,235.3,0.909,0.554,31.5473236,20.74,13259.8,211.4,11204.5,1121.6,7885.7,20211.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,408,4,12,40,160,45,180,0.00232,33977,3538.0176,408,103,2.17,74.8,893.2,19.4,12487.9,271.0,2267.96,138,39,997,103,1,1.3,71.7,640.9,75.9,153.6,11,240.5,0.906,0.573,33.58395168,21.27,13980.4,222.9,11813.5,1220.4,7594.6,20628.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,409,4,13,40,200,45,225,0.00232,32583,2540.1152,307,87,2.26,71.7,719.8,16.3,9651.5,218.1,2721.552,278,66,1057,121,1,1.3,76.3,646.1,73.7,156.8,11.1,241.7,0.897,0.579,34.30062704,21.39,14277.5,227.7,12064.5,1381.1,7374.8,20820.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,410,4,2,40,0,45,0,0.00232,34151,2358.6784,318,99,1.96,68.9,734.3,14.4,10319.3,202.3,2177.2416,159,40,869,101,0.9,1.1,74.8,547.7,57.8,112.2,8.2,178.2,0.896,0.573,29.26575584,22.05,12066.6,192.4,10196.3,1185.1,6426.8,17808.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
32,2015,WI,Darlington,Low,411,4,8,280,0,315,0,0.00232,32583,2630.8336,332,101,1.92,69.6,800.3,15.4,10730.9,206.0,2902.9888,283,66,975,127,1.2,1.3,76.7,677,95,148.3,11.7,255,0.885,0.548,33.86517872,24.66,13497.1,215.2,11405,1485.6,7919.4,20810,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
